change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
,,,,,,
自动,青岛,6.35万公里,11.00,9年9个月,国四,凯迪拉克-凯迪拉克CTS(进口) 2011款 3.7 COUPE
自动,商丘,5.36万公里,16.00,6年3个月,国五,凯迪拉克-凯迪拉克XTS 2015款 26T 舒适型
自动,开封,8.51万公里,10.50,7年5个月,国四,凯迪拉克-凯迪拉克ATS(进口) 2014款 26T 舒适型
自动,开封,2.20万公里,16.80,5年1个月,国五,凯迪拉克-凯迪拉克XTS 2018款 26T 技术型
自动,佛山,1.94万公里,18.50,1年8个月,国六,凯迪拉克-凯迪拉克CT4 2020款 26T 时尚型
自动,常德,1.44万公里,22.38,1年2个月,国六,凯迪拉克-凯迪拉克XT4 2021款 26T 两驱领先型
自动,周口,12.20万公里,17.50,5年5个月,国五,凯迪拉克-凯迪拉克XT5 2017款 25T 豪华型
自动,扬州,3.95万公里,17.00,2年11个月,国五,凯迪拉克-凯迪拉克XT4 2016款 26T 两驱技术型
自动,平顶山,10.10万公里,14.00,7年4个月,国五,凯迪拉克-凯迪拉克SRX 2014款 3.0L 精英型
,,,,,,
自动,北海,5.06万公里,14.50,5年,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 技术型
,,,,,,
自动,眉山,8.85万公里,15.28,5年11个月,国五,凯迪拉克-凯迪拉克XTS 2017款 26T 豪华型
自动,荆州,4.93万公里,15.50,4年8个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
,,,,,,
自动,济源,6.23万公里,21.00,3年10个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
自动,承德,11.83万公里,15.50,4年10个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
,,,,,,
,,,,,,
,,,,,,
自动,莆田,6.12万公里,24.50,3年6个月,国五,凯迪拉克-凯迪拉克CT7 2018款 26T 豪华型
自动,佛山,9.88万公里,15.00,7年10个月,国四,凯迪拉克-凯迪拉克SRX 2014款 3.0L 舒适型
自动,大同,1.52万公里,27.00,2年6个月,国六,凯迪拉克-凯迪拉克CT7 2020款 26T 豪华型
自动,晋城,4.58万公里,17.00,4年,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
自动,晋城,4.58万公里,17.00,4年,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
自动,松原,8.68万公里,22.80,4年4个月,国五,凯迪拉克-凯迪拉克CT7 2018款 26T 时尚型
,,,,,,
,,,,,,
自动,松原,7.14万公里,20.00,6年2个月,国五,凯迪拉克-凯迪拉克SRX 2015款 3.0L 精英型
,,,,,,
自动,德州,4.69万公里,27.90,1年7个月,国六,凯迪拉克-凯迪拉克CT7 2021款 26T 豪华运动型
,,,,,,
自动,中山,4.08万公里,25.00,3年4个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
,,,,,,
自动,临沂,15.72万公里,6.00,10年1个月,国四,凯迪拉克-SLS赛威 2011款 2.0T 豪华型
自动,重庆,16.53万公里,7.50,11年1个月,国四,凯迪拉克-凯迪拉克SRX 2011款 3.0L 豪华型
自动,洛阳,8.10万公里,18.00,4年6个月,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
,,,,,,
自动,兴安,3.65万公里,27.00,3年11个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
自动,赣州,5.14万公里,16.68,2年11个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
自动,佛山,9.44万公里,17.00,5年5个月,国五,凯迪拉克-凯迪拉克XTS 2017款 26T 精英型
,,,,,,
自动,遵义,8.65万公里,16.00,5年6个月,国四,凯迪拉克-凯迪拉克XTS 2017款 26T 技术型
自动,周口,7.96万公里,20.00,4年7个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
自动,宿迁,4.44万公里,25.30,2年4个月,国六,凯迪拉克-凯迪拉克XT5 2020款 26T 豪华型
自动,合肥,3.09万公里,17.00,5年4个月,国四,凯迪拉克-凯迪拉克CTS(进口) 2014款 26T 精英型
自动,菏泽,8.27万公里,15.80,5年9个月,国五,凯迪拉克-凯迪拉克ATS-L 2017款 26T 时尚型
自动,烟台,5.89万公里,18.50,4年10个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 豪华型
自动,承德,1.48万公里,19.00,1年10个月,国六,凯迪拉克-凯迪拉克XT4 2020款 改款 26T 两驱技术型
,,,,,,
自动,临沂,18.01万公里,13.00,9年6个月,国四,凯迪拉克-凯迪拉克SRX 2012款 3.0L 豪华型
自动,沈阳,3.48万公里,19.00,4年,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
,,,,,,
自动,东莞,7.93万公里,23.00,4年8个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
自动,重庆,7.88万公里,25.80,3年9个月,国五,凯迪拉克-凯迪拉克XT5 2016款 26E 四驱领先型
自动,郑州,2.00万公里,27.50,1年3个月,国六,凯迪拉克-凯迪拉克XT5 2021款 2.0T 两驱豪华型
自动,台州,11.64万公里,6.90,11年10个月,国四,凯迪拉克-凯迪拉克SRX 2010款 3.0L 旗舰版
自动,遵义,5.77万公里,17.28,5年2个月,国五,凯迪拉克-凯迪拉克XT5 2017款 25T 技术型
,,,,,,
自动,株洲,3.22万公里,18.20,3年5个月,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
自动,安顺,14.94万公里,14.60,5年4个月,国五,凯迪拉克-凯迪拉克ATS-L 2017款 26T 技术型
自动,宿迁,0.56万公里,19.00,11个月,国六,凯迪拉克-凯迪拉克CT4 2020款 26T 时尚型
自动,新乡,7.75万公里,22.80,4年,国五,凯迪拉克-凯迪拉克CT7 2018款 26T 时尚型
自动,常德,9.74万公里,14.28,6年3个月,国五,凯迪拉克-凯迪拉克ATS-L 2017款 26T 精英型
,,,,,,
,,,,,,
自动,荆州,7.82万公里,22.00,4年2个月,国五,凯迪拉克-凯迪拉克XT5 2016款 25T 豪华型
自动,商丘,12.19万公里,10.99,7年9个月,国五,凯迪拉克-凯迪拉克XTS 2014款 26T 舒适型
,,,,,,
,,,,,,
,,,,,,
自动,常德,4.02万公里,18.98,3年9个月,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
,,,,,,
自动,温州,14.04万公里,6.60,11年4个月,国四,凯迪拉克-凯迪拉克SRX 2011款 3.0L 旗舰型
自动,芜湖,17.29万公里,11.20,8年7个月,国四,凯迪拉克-凯迪拉克XTS 2013款 26T 豪华型
自动,宜昌,4.52万公里,18.80,2年10个月,国五,凯迪拉克-凯迪拉克XT4 2016款 26T 两驱技术型
自动,常德,6.10万公里,13.50,6年7个月,国五,凯迪拉克-凯迪拉克ATS-L 2014款 25T 舒适型
,,,,,,
,,,,,,
自动,六安,27.00万公里,12.00,8年4个月,国四,凯迪拉克-凯迪拉克XTS 2013款 26T 典雅型
自动,淮安,9.61万公里,18.80,4年,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
,,,,,,
自动,银川,18.10万公里,5.50,13年10个月,国四,凯迪拉克-凯迪拉克CTS(进口) 2006款 3.7L旗舰高性能版
,,,,,,
自动,重庆,2.07万公里,20.50,3年5个月,国四,凯迪拉克-凯迪拉克XT4 2016款 26T 两驱豪华型
自动,合肥,4.02万公里,17.28,3年,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 技术型
自动,南通,3.01万公里,17.50,4年2个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
自动,台州,5.70万公里,15.20,5年,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 时尚型
自动,达州,7.01万公里,16.20,3年4个月,国五,凯迪拉克-凯迪拉克ATS-L 2018款 26T 技术型
自动,宿迁,20.28万公里,20.00,5年5个月,国五,凯迪拉克-凯迪拉克XT5 2017款 26T 四驱豪华型
自动,襄阳,2.40万公里,18.80,4年,国五,凯迪拉克-凯迪拉克XTS 2016款 26T 技术型
自动,商丘,7.82万公里,15.30,5年4个月,国五,凯迪拉克-凯迪拉克ATS-L 2017款 26T 时尚型
,,,,,,
自动,东莞,13.47万公里,9.50,7年6个月,国五,凯迪拉克-凯迪拉克SRX 2014款 3.0L 精英型
自动,重庆,11.61万公里,11.88,7年8个月,国四,凯迪拉克-凯迪拉克SRX 2014款 3.0L 舒适型
自动,芜湖,1.08万公里,27.00,1年8个月,国六,凯迪拉克-凯迪拉克XT5 2020款 改款 26T 豪华型
自动,株洲,9.89万公里,11.50,8年9个月,国四,凯迪拉克-凯迪拉克SRX 2013款 3.0L 舒适型
自动,沧州,6.02万公里,14.50,7年8个月,国四,凯迪拉克-凯迪拉克SRX 2014款 3.0L 舒适型
,,,,,,
