change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
手动,芜湖,4.46万公里,7.50,1年10个月,国六,长城-风骏8 2020款 2.0T柴油两驱新冠军版公务型大双GW4D20M
,,,,,,
,,,,,,
手动,哈尔滨,6.09万公里,2.48,5年7个月,国五,长城-长城C30 2015款 经典版 1.5L 手动悦享型
,,,,,,
,,,,,,
,,,,,,
手动,喀什,7.18万公里,9.20,1年11个月,国六,长城-炮 2019款 2.0T商用版手动柴油四驱精英型长箱GW4D20M
,,,,,,
手动,东莞,15.81万公里,1.78,6年6个月,国五,长城-长城C50 2014款 升级版 1.5T 手动时尚型
手动,临沂,14.65万公里,1.30,10年9个月,国四,长城-长城C30 2010款 1.5L 手动豪华型
,,,,,,
手动,唐山,2.57万公里,7.50,2年,国六,长城-炮 2019款 2.0T商用版手动汽油两驱精英型长箱GW4C20B
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,成都,10.56万公里,2.60,8年,国四,长城-长城M4 2012款 1.5L 手动舒适型
,,,,,,
,,,,,,
手动,银川,2.86万公里,7.50,2年9个月,国六,长城-风骏8 2019款 2.0T汽油四驱精英型大双GW4C20B
,,,,,,
手动,西安,13.24万公里,1.10,11年4个月,国四,长城-长城M2 2010款 1.5L 手动豪华型
,,,,,,
手动,临沂,3.94万公里,7.50,2年2个月,国六,长城-风骏8 2019款 2.0T柴油两驱超值型大双GW4D20M
,,,,,,
,,,,,,
手动,临沂,9.18万公里,1.30,10年4个月,国四,长城-长城C30 2012款 1.5L 手动舒适型
,,,,,,
,,,,,,
手动,青岛,9.63万公里,2.00,7年3个月,国四,长城-长城C50 2014款 升级版 1.5T 手动时尚型
手动,濮阳,2.98万公里,8.99,1年10个月,国六,长城-炮 2019款 2.0T商用版手动柴油两驱精英型长箱GW4D20M
手动,唐山,7.75万公里,1.50,10年5个月,国四,长城-长城C30 2012款 1.5L 手动舒适型
自动,北京,7.64万公里,10.00,2年6个月,国五,长城-炮 2019款 2.0T自动汽油四驱舒适版GW4C20B
手动,新乡,18.35万公里,1.30,10年9个月,国四,长城-长城C30 2010款 1.5L 手动豪华型
手动,乌兰察布,4.06万公里,7.58,2年,国六,长城-风骏8 2019款 2.0T柴油四驱精英型大双GW4D20M
,,,,,,
手动,阳江,5.34万公里,1.98,9年2个月,国四,长城-长城C50 2012款 1.5T 手动时尚型
手动,青岛,2.36万公里,6.30,2年1个月,国六,长城-风骏8 2019款 2.0T汽油两驱精英型 大双GW4C20B
,,,,,,
自动,青岛,13.81万公里,2.60,7年4个月,国五,长城-长城C30 2015款 1.5L AMT豪华型
手动,温州,12.25万公里,1.00,11年2个月,国四,长城-长城M2 2010款 1.5L 手动豪华型
手动,北京,2.17万公里,7.50,3年2个月,国五,长城-风骏7 2018款 2.4L汽油两驱精英型4G79
,,,,,,
手动,芜湖,6.40万公里,0.90,12年1个月,国四,长城-炫丽 2009款 CROSS 1.3VVT
,,,,,,
手动,潍坊,8.02万公里,0.50,12年7个月,国三,长城-长城M1 2009款 1.3L 两驱舒适型
,,,,,,
手动,贵港,5.53万公里,1.80,9年,国四,长城-长城M4 2012款 1.5L 手动舒适型
,,,,,,
自动,连云港,2.78万公里,9.20,2年,国六,长城-炮 2019款 2.0T商用版自动汽油两驱精英型长箱GW4C20B
手动,哈尔滨,10.21万公里,1.38,8年5个月,国四,长城-长城C30 2013款 1.5L 手动豪华型
,,,,,,
,,,,,,
,,,,,,
手动,邢台,2.71万公里,5.90,3年1个月,国五,长城-风骏5 2018款 2.2L经典版两驱大双排491QE
,,,,,,
手动,临沂,10.37万公里,1.80,9年9个月,国四,长城-长城M4 2012款 1.5L 手动舒适型
,,,,,,
手动,唐山,4.41万公里,2.40,9年,国四,长城-长城C30 2013款 1.5L 手动豪华型
,,,,,,
,,,,,,
,,,,,,
手动,石家庄,9.71万公里,1.30,11年7个月,国四,长城-长城C30 2010款 1.5L 手动豪华型
手动,自贡,2.29万公里,5.80,3年2个月,国五,长城-风骏5 2018款 2.0T欧洲版柴油两驱进取型大双排GW4D20E
手动,淮安,8.78万公里,1.50,8年2个月,国四,长城-长城C20R 2013款 1.5L 手动豪华型
自动,温州,6.40万公里,1.20,10年9个月,国四,长城-炫丽 2011款 CROSS 1.5L AMT
手动,衡阳,2.37万公里,6.30,2年1个月,国五,长城-风骏5 2018款 2.0T欧洲版柴油两驱进取型大双排GW4D20E
手动,廊坊,9.38万公里,1.80,10年5个月,国四,长城-长城M2 2012款 1.5L 手动都市版
手动,临沂,8.31万公里,1.90,8年4个月,国四,长城-长城C50 2013款 1.5T 手动精英型
手动,菏泽,5.66万公里,5.00,3年5个月,国五,长城-风骏5 2018款 2.4L欧洲版汽油两驱进取型大双排4G79S4N
,,,,,,
手动,银川,5.61万公里,6.10,5年1个月,国五,长城-风骏5 2018款 2.4L欧洲版汽油四驱领航型大双排4G79S4N
自动,太原,9.38万公里,0.99,12年4个月,国四,长城-炫丽 2009款 1.5VVT CVT豪华型
自动,唐山,1.52万公里,11.50,1年11个月,国六,长城-炮 2019款 2.0T自动汽油两驱舒适版GW4C20B
,,,,,,
手动,银川,10.08万公里,3.00,8年5个月,国五,长城-风骏5 2011款 2.4L公务版 豪华型 两驱大双排（改装天然气）
,,,,,,
,,,,,,
手动,石家庄,9.99万公里,1.99,10年4个月,国四,长城-长城C50 2012款 1.5T 手动精英型
手动,济宁,8.97万公里,2.50,8年4个月,国四,长城-长城M4 2012款 1.5L 手动豪华型
,,,,,,
,,,,,,
手动,商丘,9.66万公里,0.90,11年3个月,国四,长城-长城C30 2010款 1.5L 手动舒适型
手动,哈尔滨,9.11万公里,1.60,9年4个月,国四,长城-长城C30 2013款 1.5L 手动舒适型
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,赤峰,8.51万公里,3.00,7年5个月,国四,长城-长城C50 2014款 升级版 1.5T 手动精英型
自动,郑州,14.50万公里,1.20,10年8个月,国四,长城-长城C30 2010款 1.5L CVT豪华型
手动,许昌,8.21万公里,0.79,11年6个月,国四,长城-长城C30 2010款 1.5L 手动豪华型
手动,运城,7.05万公里,2.20,8年2个月,国五,长城-长城C30 2013款 1.5L 手动豪华型
,,,,,,
手动,廊坊,6.96万公里,6.20,3年8个月,国五,长城-风骏5 2018款 2.0T欧洲版柴油两驱进取型大双排GW4D20E
,,,,,,
手动,深圳,14.17万公里,1.90,7年7个月,国四,长城-长城M4 2014款 1.5L 手动豪华型
自动,营口,3.80万公里,14.00,2年1个月,国五,长城-炮 2019款 2.0T自动汽油四驱尊享版GW4C20B
,,,,,,
