change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
手动,北京,0.68万公里,3.88,3年1个月,国五,长安凯程-长安神骐F30 2016款 1.5L精英版短轴DAM15L
手动,郑州,5.50万公里,2.30,4年9个月,国五,长安凯程-欧诺S 2018款 1.5L基本型
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,郑州,9.97万公里,0.88,8年6个月,国四,长安凯程-金牛星 2013款 1.2L舒适型
,,,,,,
手动,茂名,7.89万公里,1.95,4年3个月,国五,长安凯程-长安睿行S50 2018款 1.5T 手动豪华型 7MT
手动,无锡,3.32万公里,2.90,3年5个月,国五,长安凯程-长安睿行S50 2018款 S50V 1.5L 手动物流版I
,,,,,,
手动,深圳,5.45万公里,4.00,1年9个月,国六,长安凯程-长安睿行M60 2016款 1.5L基本型厢货平顶背掀门4G15S
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,温州,7.57万公里,0.90,6年11个月,国五,长安凯程-欧诺S 2014款 1.3L幸福型
手动,惠州,6.82万公里,1.70,5年,国五,长安凯程-欧诺S 2018款 1.5L基本型
手动,遵义,4.51万公里,1.18,6年10个月,国五,长安凯程-欧诺S 2014款 1.3L幸福型
手动,杭州,14.34万公里,0.60,9年10个月,国四,长安凯程-欧诺S 2012款 1.3L精英型
手动,惠州,3.50万公里,2.00,9年,国四,长安凯程-长安之星2 2012款 1.0L基本型JL477Q9
手动,韶关,2.27万公里,3.00,1年9个月,国六,长安凯程-欧诺S 2019款 1.5L欧诺S经济型5座JL483QG
手动,深圳,5.01万公里,1.20,7年6个月,国四,长安凯程-欧诺S 2014款 1.5L精英型
,,,,,,
手动,深圳,8.23万公里,3.30,2年6个月,国五,长安凯程-长安睿行M60 2019款 1.5L基本型2座单蒸空调平顶背掀门DAM15KR
手动,菏泽,2.01万公里,4.80,8个月,国六,长安凯程-长安睿行M70 2020款 1.5L标准型 7座DAM15KR
,,,,,,
,,,,,,
,,,,,,
手动,重庆,0.28万公里,5.70,1年7个月,国六,长安凯程-长安之星9 2020款 1.5L 基本型客车5座DAM15KR
,,,,,,
,,,,,,
手动,重庆,4.49万公里,2.00,4年7个月,国五,长安凯程-欧诺S 2018款 1.5L基本型
,,,,,,
手动,东莞,2.70万公里,3.80,3年4个月,国五,长安凯程-长安神骐T20 2016款 1.5L T20L仓栅车舒适型双排2.65米货箱DAM15R
,,,,,,
,,,,,,
手动,深圳,16.35万公里,1.20,7年9个月,国五,长安凯程-欧诺S 2014款 1.5L基本型
手动,重庆,7.59万公里,1.20,9年1个月,国四,长安凯程-欧诺S 2012款 1.3L精英型
,,,,,,
手动,重庆,3.04万公里,4.20,2年5个月,国五,长安凯程-长安睿行M80 2019款 1.5L舒适型7座
手动,重庆,11.13万公里,1.50,10年5个月,国四,长安凯程-金牛星 2011款 1.3L精英型
,,,,,,
,,,,,,
手动,重庆,8.87万公里,1.66,7年5个月,国四,长安凯程-欧诺S 2015款 1.5L金欧诺豪华型
,,,,,,
,,,,,,
,,,,,,
,,,,,,
