change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
,,,,,,
自动,宁波,4.10万公里,10.00,2年11个月,国五,捷途-捷途X90 2019款 1.5T 自动优享型 5座
,,,,,,
手动,湘西,4.04万公里,4.80,3年8个月,国五,捷途-捷途X80 2016款 1.5T 手动智行版
手动,宁波,2.47万公里,5.08,3年6个月,国五,捷途-捷途X80 2016款 1.5T 手动智行版
自动,佛山,0.52万公里,8.60,1年6个月,国六,捷途-捷途X80 2020款 1.5T DCT悦行版 8座
,,,,,,
,,,,,,
,,,,,,
自动,重庆,0.37万公里,10.20,3个月,国六,捷途-捷途X90 PLUS 2021款 1.7TD DCT别墅 8座
自动,滁州,4.57万公里,8.20,3年1个月,国五,捷途-捷途X90 2019款 1.5T 自动尊享型 7座
手动,成都,2.49万公里,7.50,2年7个月,国六,捷途-捷途X80 2020款 1.5T 手动悦行版 8座
,,,,,,
,,,,,,
,,,,,,
手动,昆明,6.88万公里,6.80,3年2个月,国六,捷途-捷途X90 2019款 1.5T 手动智享型 8座
自动,松原,3.69万公里,7.00,2年6个月,国五,捷途-捷途X80 2016款 1.5T 自动畅行版
,,,,,,
,,,,,,
,,,,,,
自动,临沂,4.30万公里,6.60,3年9个月,国五,捷途-捷途X80 2016款 1.5T 自动尊行版
,,,,,,
,,,,,,
,,,,,,
自动,泰州,4.14万公里,6.50,2年8个月,国六,捷途-捷途X90 2019款 1.5T DCT智享型 7座
,,,,,,
手动,芜湖,0.34万公里,7.50,9个月,国六,捷途-捷途X80 PLUS 2021款 1.5T 手动林 5座
自动,芜湖,2.53万公里,6.70,2年8个月,国五,捷途-捷途X90 2019款 1.5T 自动尊享型 8座
自动,中山,0.30万公里,6.50,1年7个月,国六,捷途-捷途X80 2020款 1.5T DCT悦行版 5座
,,,,,,
自动,北京,1.03万公里,7.50,2年7个月,国六,捷途-捷途X80 2019款 1.5T 封闭货车
,,,,,,
自动,云浮,4.48万公里,6.28,3年8个月,国五,捷途-捷途X80 2016款 1.5T 自动智行版
,,,,,,
,,,,,,
,,,,,,
自动,哈尔滨,3.90万公里,7.00,2年5个月,国五,捷途-捷途X90 2019款 1.5T 自动智享型 5座
手动,温州,2.31万公里,5.20,3年3个月,国五,捷途-捷途X80S 2019款 1.5T DCT探途版 5座
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
自动,东莞,3.02万公里,6.28,2年6个月,国六,吉利汽车-远景X7 2020款 1.4T CVT尊贵型
自动,佛山,8.22万公里,7.38,4年6个月,国五,吉利汽车-博瑞 2018款 1.6T 尊贵型
手动,苏州,7.32万公里,3.88,3年10个月,国五,吉利汽车-帝豪 2016款 1.5L 手动向上互联版
,,,,,,
自动,贵港,3.46万公里,6.28,3年8个月,国五,吉利汽车-远景X7 2016款 1.4T CVT 4G互联旗舰型
,,,,,,
自动,郑州,8.12万公里,4.58,2年10个月,国五,吉利汽车-帝豪 2019款 领军版 1.5L CVT豪华型
自动,郑州,7.85万公里,7.00,4年9个月,国五,吉利汽车-博越 2017款 1.6TD 自动智尊型
自动,成都,3.24万公里,5.28,3年2个月,国五,吉利汽车-远景X3 2018款 1.5L 自动精英型
,,,,,,
自动,青岛,3.99万公里,3.80,4年7个月,国五,吉利汽车-帝豪 2018款 三厢百万款 1.5L CVT豪华型
,,,,,,
,,,,,,
,,,,,,
,,,,,,
自动,佛山,2.57万公里,8.38,1年8个月,国六,吉利汽车-博越 2020款 1.6TD DCT两驱智联型4G互联版
,,,,,,
自动,东莞,0.88万公里,8.18,6个月,国六,吉利汽车-帝豪S 2021款 1.4T CVT尊贵型
自动,西安,4.31万公里,11.68,2年2个月,国六,吉利汽车-星越 2019款 350T 耀星者
,,,,,,
自动,肇庆,7.68万公里,5.58,3年8个月,国五,吉利汽车-帝豪GL 2016款 1.4T DCT尊贵智联型
自动,重庆,4.53万公里,6.70,2年,国六,吉利汽车-帝豪GL 2020款 1.4T CVT豪华型
,,,,,,
,,,,,,
自动,郑州,3.91万公里,7.88,1年9个月,国六,吉利汽车-缤越 2020款 PRO 270T DCT骑士
自动,南充,3.91万公里,6.90,1年9个月,国五,吉利汽车-帝豪GL 2020款 1.4T CVT豪华型
,,,,,,
手动,天津,9.69万公里,0.60,12年7个月,国三,吉利汽车-熊猫 2009款 1.3L 手动功夫版
自动,合肥,5.79万公里,4.18,2年11个月,国五,吉利汽车-远景 2016款 1.5L 自动幸福版
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,苏州,11.25万公里,2.65,6年10个月,国五,吉利汽车-帝豪 2015款 三厢 1.5L 手动向上版
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
手动,深圳,10.99万公里,1.45,8年1个月,国四,吉利汽车-经典帝豪 2013款 两厢 1.5L 手动精英型
自动,惠州,6.19万公里,6.88,4年4个月,国五,吉利汽车-博瑞 2018款 2.4L 舒适型
